2100 EMBARCADERO	OAKLAND		CALIFORNIA	 USA	37.77998142344	-122.24257642169	2100, Embarcadero, Jingletown, Oakland, Alameda County, California, 94606, United States of America	geoloky
1995 EMBARCADERO	OAKLAND		CALIFORNIA	 USA	37.783791437521	-122.24328254167	1995, Embarcadero, San Antonio, Oakland, Alameda County, California, 94606, United States of America	geoloky
12TH ST & LAKE MERRITT BLVD	OAKLAND		CALIFORNIA	 USA	37.799070038739	-122.26190990874	12th St & Lake Merritt Blvd, Oakland, California, 94607	geoloky
34TH ST & WOOD ST	OAKLAND		CALIFORNIA	 USA	37.82455	-122.2907		manual, openstreetmap
5TH ST & BROADWAY	OAKLAND		CALIFORNIA	 USA	37.798160057421	-122.2750399086	5th St & Broadway, Oakland, California, 94607	geoloky
3601 TELEGRAPH AV	OAKLAND		CALIFORNIA	 USA	37.8372721	-122.2623213	Telegraph Avenue, Temescal, Oakland, Alameda County, California, 94609, United States of America	geoloky
1925 BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.8129958	-122.2746758	Brush Street, San Pablo Gateway, Oakland, Alameda County, California, 94612-2202, United States of America	geoloky
85TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.747000021742	-122.18907988732	85th Ave & San Leandro St, Oakland, California, 94621	geoloky
DENNISON ST & EMBARCADERO	OAKLAND		CALIFORNIA	 USA	37.779330028118	-122.24256992445	Dennison St & Embarcadero, Oakland, California, 94606	geoloky
2100 EMBARCADERO	OAKLAND		CALIFORNIA	 USA	37.77998142344	-122.24257642169	2100, Embarcadero, Jingletown, Oakland, Alameda County, California, 94606, United States of America	geoloky
6TH ST & WEBSTER ST	OAKLAND		CALIFORNIA	 USA	37.7972411	-122.2728657	Webster Street, Jack London Square, Oakland, Alameda County, California, 94607, United States of America	geoloky
29TH ST & TELEGRAPH AV	OAKLAND		CALIFORNIA	 USA	37.818220047196	-122.26739988768	29th St & Telegraph Ave, Oakland, California, 94609	geoloky
47TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.768170026954	-122.21418988994	47th Ave & San Leandro St, Oakland, California, 94601	geoloky
7TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.802290030663	-122.28131988192	7th St & Brush St, Oakland, California, 94607	geoloky
23RD ST & MARTIN LUTHER KING JR WY	OAKLAND		CALIFORNIA	 USA	37.813260055991	-122.27254989663	23rd St & Martin Luther King Jr Way, Oakland, California, 94612	geoloky
36TH ST & MARTIN LUTHER KING JR WY	OAKLAND		CALIFORNIA	 USA	37.825080048211	-122.26958991134	36th St & Martin Luther King Jr Way, Oakland, California, 94609	geoloky
E 12TH ST & 16TH AV	OAKLAND		CALIFORNIA	 USA	37.7921407	-122.2514854	East 12th Street, San Antonio, Oakland, Alameda County, California, 94606-3636, United States of America	geoloky
34TH ST & TELEGRAPH AV	OAKLAND		CALIFORNIA	 USA	37.822470049291	-122.26624989056	34th St & Telegraph Ave, Oakland, California, 94609	geoloky
ALAMEDA AV & HIGH ST	OAKLAND		CALIFORNIA	 USA	37.7695065	-122.2296357	Alameda Avenue, Oakland, Alameda County, California, 94601, United States of America	geoloky
34TH ST & TELEGRAPH AV	OAKLAND		CALIFORNIA	 USA	37.822470049291	-122.26624989056	34th St & Telegraph Ave, Oakland, California, 94609	geoloky
23RD ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.813330044883	-122.27442995751	23rd St & Brush St, Oakland, California, 94612	geoloky
HOLLIS ST & W MACARTHUR BLVD	OAKLAND		CALIFORNIA	 USA	37.82762005824	-122.28461992102	Hollis St & W MacArthur Blvd, Emeryville, California, 94608	geoloky
7TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.802290030663	-122.28131988192	7th St & Brush St, Oakland, California, 94607	geoloky
2000 DENNISON ST	OAKLAND		CALIFORNIA	 USA	37.779513406225	-122.2414181126	2000, Dennison Street, Jingletown, Oakland, Alameda County, California, 94606, United States of America	geoloky
85TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.747000021742	-122.18907988732	85th Ave & San Leandro St, Oakland, California, 94621	geoloky
900 FALLON ST	OAKLAND		CALIFORNIA	 USA	37.797243	-122.263706	900, Fallon Street, Civic Center, Oakland, Alameda County, California, 94607, United States of America	geoloky
7TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.802290030663	-122.28131988192	7th St & Brush St, Oakland, California, 94607	geoloky
8511 SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.7722695	-122.2205966	San Leandro Street, Fruitvale, Oakland, Alameda County, California, 94601, United States of America	geoloky
E 12TH ST & 19TH AV	OAKLAND		CALIFORNIA	 USA	37.7921407	-122.2514854	East 12th Street, San Antonio, Oakland, Alameda County, California, 94606-3636, United States of America	geoloky
85TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.747000021742	-122.18907988732	85th Ave & San Leandro St, Oakland, California, 94621	geoloky
7TH ST & ALICE ST	OAKLAND		CALIFORNIA	 USA	37.7976045	-122.2695959	7th Street & Alice Street, 7th Street, Chinatown, Oakland, Alameda County, California, 94607, United States of America	geoloky
34TH ST & WEBSTER ST	OAKLAND		CALIFORNIA	 USA	37.822060048497	-122.26192994149	34th St & Webster St, Oakland, California, 94609	geoloky
1577 BEACH ST	OAKLAND		CALIFORNIA	 USA	37.8278341	-122.2909354	Beach Street, Golden Gate, Oakland, Alameda County, California, 94608, United States of America	geoloky
ALAMEDA AV & FRUITVALE AV	OAKLAND		CALIFORNIA	 USA	37.7680722	-122.2210434	Alameda Avenue, Fruitvale, Oakland, Alameda County, California, 94601, United States of America	geoloky
MARTIN LUTHER KING JR WY & SYCAMORE ST	OAKLAND		CALIFORNIA	 USA	37.815650029953	-122.27196995275	Martin Luther King Jr Way & Sycamore St, Oakland, California, 94612	geoloky
7TH ST & MARKET ST	OAKLAND		CALIFORNIA	 USA	37.8025967	-122.2824617	7th Street & Market Street, 7th Street, Old Oakland Historic District, Oakland, Alameda County, California, 94607, United States of America	geoloky
7TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.802290030663	-122.28131988192	7th St & Brush St, Oakland, California, 94607	geoloky
7TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.802290030663	-122.28131988192	7th St & Brush St, Oakland, California, 94607	geoloky
85TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.747000021742	-122.18907988732	85th Ave & San Leandro St, Oakland, California, 94621	geoloky
29TH AV & SB I880	OAKLAND		CALIFORNIA	 USA	37.775110033236	-122.23337992198	29th Ave & I-880 N, Oakland, California, 94601	geoloky
SB 23RD OFFRP AV & SB I880	OAKLAND		CALIFORNIA	 USA	37.777950031579	-122.23717994161	23rd Ave & I-880 N, Oakland, California, 94606	geoloky
E 12TH ST & 19TH AV	OAKLAND		CALIFORNIA	 USA	37.7921407	-122.2514854	East 12th Street, San Antonio, Oakland, Alameda County, California, 94606-3636, United States of America	geoloky
WB 12TH/14TH OFFRP ST & WB I980	OAKLAND		CALIFORNIA	 USA	37.805500048122	-122.27853993991	12th St & I-980 E, Oakland, California, 94607	geoloky
23RD ST & MARTIN LUTHER KING JR WY	OAKLAND		CALIFORNIA	 USA	7.81357	-122.27253		manual, openstreetmap
11TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.8052283	-122.2802435	11th Street & Brush Street, 11th Street, Old Oakland Historic District, Oakland, Alameda County, California, 94607, United States of America	geoloky
GRAND AV & HARRISON ST	OAKLAND		CALIFORNIA	 USA	37.8108208	-122.2626986	Grand Avenue & Harrison Street, Grand Avenue, Financial District, Oakland, Alameda County, California, 94612, United States of America	geoloky
GRAND AV & HARRISON ST	OAKLAND		CALIFORNIA	 USA	37.8108208	-122.2626986	Grand Avenue & Harrison Street, Grand Avenue, Financial District, Oakland, Alameda County, California, 94612, United States of America	geoloky
6TH ST & WEBSTER ST	OAKLAND		CALIFORNIA	 USA	37.7972411	-122.2728657	Webster Street, Jack London Square, Oakland, Alameda County, California, 94607, United States of America	geoloky
6TH ST & ALICE ST	OAKLAND		CALIFORNIA	 USA	37.792312744544	-122.2726534649	6, Alice Street, Jack London Square, Oakland, Alameda County, California, 94607, United States of America	geoloky
136 E 12TH ST	OAKLAND		CALIFORNIA	 USA	37.800085499407	-122.26453584472	136, 12th Street, Civic Center, Oakland, Alameda County, California, 94607, United States of America	geoloky
3250 LAKESHORE AV	OAKLAND		CALIFORNIA	 USA	37.810716381453	-122.24457370978	3250, Lakeshore Avenue, Lakeshore, Oakland, Alameda County, California, 94610, United States of America	geoloky
550 SYCAMORE ST	OAKLAND		CALIFORNIA	 USA	37.815324295455	-122.26934613636	550, Sycamore Street, Northgate / Koreatown, Oakland, Alameda County, California, 94612, United States of America	geoloky
E 17TH ST & 62ND AV	OAKLAND		CALIFORNIA	 USA	37.765020023922	-122.1956798817	E 17th St & 62nd Ave, Oakland, California, 94621	geoloky
5TH ST & ADELINE ST	OAKLAND		CALIFORNIA	 USA	37.802580044513	-122.28862990732	5th St & Adeline St, Oakland, California, 94607	geoloky
NB I880 & JACKSON ST	OAKLAND		CALIFORNIA	 USA	37.796210049557	-122.26885993139	I-880 N & Jackson St, Oakland, California, 94607	geoloky
11TH ST & PINE ST	OAKLAND		CALIFORNIA	 USA	37.7993311	-122.2651016	11th Street, Civic Center, Oakland, Alameda County, California, 94612, United States of America	geoloky
E 12TH ST & LAKE MERRITT BLVD	OAKLAND		CALIFORNIA	 USA	37.798270027991	-122.25820988522	E 12th St & Lake Merritt Blvd, Oakland, California, 94606	geoloky
50TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.766360038783	-122.21212995342	50th Ave & San Leandro St, Oakland, California, 94601	geoloky
132 E 12TH ST	OAKLAND		CALIFORNIA	 USA	37.800056796612	-122.26445941024	132, 12th Street, Civic Center, Oakland, Alameda County, California, 94607, United States of America	geoloky
7TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.802290030663	-122.28131988192	7th St & Brush St, Oakland, California, 94607	geoloky
2020 BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.811393408163	-122.275613	2020, Brush Street, San Pablo Gateway, Oakland, Alameda County, California, 94612, United States of America	geoloky
HIGH ST & NB I880	OAKLAND		CALIFORNIA	 USA	37.768380035538	-122.22012989326	High St & I-880 N, Oakland, California, 94601	geoloky
66TH AV & NB I880	OAKLAND		CALIFORNIA	 USA	37.753960060772	-122.20796993105	66th Ave & I-880 N, Oakland, California, 94621	geoloky
34TH ST & MARTIN LUTHER KING JR WY	OAKLAND		CALIFORNIA	 USA	37.823370056145	-122.27002987744	34th St & Martin Luther King Jr Way, Oakland, California, 94609	geoloky
5TH ST & JACKSON ST	OAKLAND		CALIFORNIA	 USA	37.795790032389	-122.26908993082	5th St & Jackson St, Oakland, California, 94607	geoloky
37TH ST & MARTIN LUTHER KING JR WY	OAKLAND		CALIFORNIA	 USA	37.826290059754	-122.26928992303	37th St & Martin Luther King Jr Way, Oakland, California, 94609	geoloky
E 12TH ST & 19TH AV	OAKLAND		CALIFORNIA	 USA	37.7921407	-122.2514854	East 12th Street, San Antonio, Oakland, Alameda County, California, 94606-3636, United States of America	geoloky
11TH ST & BRUSH ST	OAKLAND		CALIFORNIA	 USA	37.8052283	-122.2802435	11th Street & Brush Street, 11th Street, Old Oakland Historic District, Oakland, Alameda County, California, 94607, United States of America	geoloky
790 54TH AV	OAKLAND		CALIFORNIA	 USA	37.763909496683	-122.21001669179	790, 54th Avenue, Melrose, Oakland, Alameda County, California, 94601, United States of America	geoloky
24TH ST & UNION ST	OAKLAND		CALIFORNIA	 USA	37.81765003587	-122.28553991871	24th St & Union St, Oakland, California, 94607	geoloky
6TH ST & BROADWAY	OAKLAND		CALIFORNIA	 USA	37.795227571429	-122.27704864286	6, Broadway, Jack London Square, Oakland, Alameda County, California, 94612, United States of America	geoloky
E 8TH ST & FRUITVALE AV	OAKLAND		CALIFORNIA	 USA	37.772920051484	-122.22808993525	E 8th St & Fruitvale Ave, Oakland, California, 94601	geoloky
6TH ST & ALICE ST	OAKLAND		CALIFORNIA	 USA	37.792312744544	-122.2726534649	6, Alice Street, Jack London Square, Oakland, Alameda County, California, 94607, United States of America	geoloky
575 INDEPENDENT RD	OAKLAND		CALIFORNIA	 USA	37.754998022803	-122.20826479278	575, Independent Road, Melrose, Oakland, Alameda County, California, 94621, United States of America	geoloky
E 12TH ST & 1ST AV	OAKLAND		CALIFORNIA	 USA	37.798270027991	-122.25820988522	E 12th St & 1st Ave, Oakland, California, 94606	geoloky
COLISEUM WY & NB HIGH OFFRP ST	OAKLAND		CALIFORNIA	 USA	37.768510038857	-122.2199499338	Coliseum Way & High St, Oakland, California, 94601	geoloky
NORTHGATE AV & SYCAMORE ST	OAKLAND		CALIFORNIA	 USA	37.81542003053	-122.27023992793	Northgate Ave & Sycamore St, Oakland, California, 94612	geoloky
6TH ST & MADISON ST	OAKLAND		CALIFORNIA	 USA	37.7968069	-122.2670203	Madison Street, Civic Center, Oakland, Alameda County, California, 94607, United States of America	geoloky
7TH ST & HARRISON ST	OAKLAND		CALIFORNIA	 USA	37.7980988	-122.2708439	7th Street & Harrison Street, 7th Street, Chinatown, Oakland, Alameda County, California, 94607, United States of America	geoloky
47TH AV & SAN LEANDRO ST	OAKLAND		CALIFORNIA	 USA	37.768170026954	-122.21418988994	47th Ave & San Leandro St, Oakland, California, 94601	geoloky
COLISEUM WY & HIGH ST	OAKLAND		CALIFORNIA	 USA	37.7669739	-122.2188396	Coliseum Way, Fruitvale, Oakland, Alameda County, California, 94601, United States of America	geoloky
E 12TH ST & 29TH AV	OAKLAND		CALIFORNIA	 USA	37.778050027684	-122.2302798751	E 12th St & 29th Ave, Oakland, California, 94601	geoloky
